inst_id,date_key,ncses_inst_id,unitid,federal_government,state_and_local_government,business,nonprofit_organizations,institutional_funds,other_sources,total_rd_expenses,medical_school_expenses,non_medical_rd
101570,20170630,U4728005,440031,969000,0,124000,30000,600000,152000,1875000,0,1875000
101589,20170630,U1147001,441982,588000,0,0,119000,724000,122000,1553000,0,1553000
101595,20170630,U0516002,441937,142000,593000,0,0,361000,0,1096000,0,1096000
101602,20170630,U2674001,445735,0,0,6000,29000,4132000,0,4167000,1959000,2208000
101682,20170630,U3163001,445054,1581000,0,216000,0,1083000,0,2880000,0,2880000
101708,20170630,S1866001,458511,206000,0,0,73000,3006000,0,3285000,0,3285000
102004,20170630,S3366001,199175,161000,3560000,0,0,0,0,3721000,0,3721000
102013,20170630,R3499001,0,13108000,1196000,467000,1579000,25163000,3065000,44578000,0,44578000
102017,20170630,U4729001,482149,48921000,605000,6263000,6595000,36295000,982000,99661000,89303000,10358000
102041,20170630,U3381006,0,976000,146000,199000,905000,1790000,471000,4487000,1469000,3018000
102044,20170630,U3125005,229337,2410000,11266000,617000,491000,1688000,7000,16479000,13219000,3260000
102056,20170630,U3432002,485537,5792000,2142000,698000,2232000,5428000,0,16292000,0,16292000
102060,20170630,U4736001,190576,2355000,0,347000,19000,819000,1000,3541000,0,3541000
208828,20170630,NULL,231624,32760000,3768000,709000,4914000,21148000,828000,64127000,0,64127000
233046,20170630,NULL,490373,10565000,719000,2385000,579000,6036000,2088000,22372000,4686000,17686000
330002,20170630,U3420001,451671,40000,0,0,0,1843000,0,1883000,0,1883000
330004,20170630,U3452002,377555,3169000,26000,69000,4931000,1946000,78000,10219000,0,10219000
330005,20170630,U3452007,377564,2042000,499000,12000,231000,274000,188000,3246000,0,3246000
330006,20170630,U3452006,236948,952738000,27951000,53751000,153085000,127960000,32735000,1348220000,656455000,691765000
330007,20170630,U3450002,234076,228910000,5378000,22001000,31250000,135045000,47098000,469682000,246169000,223513000
330008,20170630,U3418001,137351,250384000,28582000,25777000,38644000,210070000,4432000,557889000,198659000,359230000
330010,20170630,R2936005,160621,2502000,2353000,0,0,66000,0,4921000,0,4921000
330038,20170630,U0793001,456542,389000,0,0,1000,1802000,46000,2238000,2238000,0
330050,20170630,S0686018,190035,527000,0,58000,55000,459000,15000,1114000,0,1114000
330051,20170630,S3338001,166665,721000,2688000,39000,575000,367000,4000,4394000,0,4394000
